ID,REV
1,173.19988868579517
2,285.20652063873877
3,308.6710110525057
4,296.1283245069235
5,199.70142026246742
6,237.50343790170137
7,141.74859339752234
8,127.75879120744021
9,231.9738403565619
10,290.2907553222678
11,247.83361790619114
12,539.1920568956974
13,505.7663850869508
14,120.52504177012462
15,118.90251327132181
16,165.4952207541733
17,196.64340224375604
18,244.76209356229697
19,390.2574559913012
20,229.7245802054469
21,111.96208430300358
22,131.8540009305481
23,185.05155849906953
24,173.73673560385663
25,460.8867925610321
26,170.01012080644105
27,120.99937882765062
28,100.69029702430782
29,127.92505578324398
30,90.43553414057398
31,46.0644728895482
32,44.91795911362542
33,67.88132202007914
34,36.93416104319898
35,26.424570805740753
36,43.08529205905849
37,70.1747016086787
38,84.89647177669401
39,109.27807805439234
40,56.57162289241403
41,155.206097155175
42,82.19836669752489
43,97.25362546402296
44,152.23497570221886
45,176.73858171922885
46,182.15184212245373
47,240.77975937708183
48,227.7768234632043
49,128.9759013077886
50,180.17846811047562
51,267.2826842956905
52,219.3426316941926
53,197.47453653996973
54,238.47638066737548
55,151.90565430857598
56,94.17937817921732
57,111.32994313772323
58,156.03076614301844
59,533.3188107969016
60,191.02730569041614
61,219.87010860204677
62,144.35976162158266
63,189.55292123379925
64,103.58738984734755
65,149.485130588796
66,134.98840105286888
67,152.2827297908126
68,162.2512137278544
69,142.32705987350977
70,119.27245821554888
71,120.9189958160159
72,213.83533900298727
73,255.27412354812955
74,406.8095000096402
75,390.72259690270636
76,272.69144186154864
77,299.2372977820643
78,245.33079868746077
79,483.6098915366858
80,522.298444293428
81,460.30791951623047
82,359.84501900275694
83,536.7343004333597
84,404.34975332673145
85,359.6638049267485
86,595.6010017877702
87,541.691007989678
88,596.2171912475227
89,432.09501054366496
90,522.9509715071499
91,379.757409607443
92,309.0941955627957
93,598.2979364422032
94,654.876208204207
95,163.1264082111936
96,654.876208204207
97,546.6077653555217
98,365.33224776054305
99,414.5972334705728
100,813.4658232657754
101,979.0047799467267
102,919.0002230636474
103,1131.2837389937793
104,1024.249277110904
105,709.7649696063042
106,703.3806070642541
107,472.4212084265333
108,716.8048257397741
109,646.060153918776
110,657.8415462996242
111,772.7796379193094
112,626.6385267722047
113,271.1387422998275
114,624.33458952976
115,644.3947510549361
116,649.4047832795197
117,723.3110356543663
118,874.4453597993181
119,456.006270718341
120,375.37152422494
121,611.0418713989529
122,877.075945327989
123,847.854753697539
124,1085.2631397807584
125,1226.058967710824
126,964.1811661792408
127,995.1607567024196
128,1335.9523879879134
129,1145.7241763586667
130,1397.6931427501966
131,1607.816500969449
132,1800.0667761420248
133,901.0053362635651
134,823.1626476218065
135,1654.167148572969
136,1039.3581802022807
137,1057.627995646743
138,1168.150547056908
139,1624.5423972168564
140,1049.6099096369774
141,1120.670292460694
142,1307.8289643260891
143,1307.8289643260891
144,931.9554432268093
145,1457.608864152501
146,1566.8750563403476
147,1294.9845645321295
148,1537.5308434692604
149,1818.7926258381829
150,1946.3209866116508
151,2363.65527310436
152,2634.3543168529186
153,2261.4331000583834
154,1076.0168964250852
155,1005.5132786202255
156,1715.0471915843625
157,1748.0138825309466
158,1260.998148687666
159,1433.8164595897804
160,1639.2878529837599
161,1215.6131696657978
162,1354.832000068465
163,2472.891097577944
164,1041.0383845605445
165,1868.7693263131018
166,1780.4658175460486
167,2027.090946745486
168,890.6193910293941
169,1146.2735900017765
170,1810.594093697125
171,1946.3209866116508
172,2120.772522637837
173,2310.8603995508765
174,2439.6006193393337
175,584.8969940499586
176,1516.8323431851843
177,2506.63585342764
178,1965.2566666784617
179,1713.389950886542
180,1902.8494974903695
181,2269.474820823578
182,497.74304223721225
183,1377.3150282069194
184,2428.603684446998
185,2138.6426265269256
186,2610.6582008945174
187,2806.3600024759558
188,2446.696600421225
189,1705.8930528953042
190,1337.4570104623092
191,1339.006367086413
192,2148.3265917916183
193,2208.7820099139303
194,491.45293497782797
195,2179.047012886809
196,1565.568873758999
197,953.9914678298703
198,2517.986124966578
199,1429.1991852696676
200,2208.7820099139303
201,2259.244758309841
202,744.7199465864555
203,1436.7875490922968
204,1436.7875490922968
205,2124.882942897422
206,2342.394105204939
207,2418.4370346797227
208,707.0157759528173
209,906.7417653107173
210,1143.318217242081
211,929.9771518285283
212,1630.8465359081367
213,1746.3223658745064
214,1843.611637544865
215,1499.1137106833776
216,2208.7820099139303
217,1392.060011717156
218,1417.4452720775864
219,1748.5791625678262
220,1676.2007438995608
221,2259.244758309841
222,1123.4194893993931
223,2017.9534727731111
224,589.0639389906428
225,1476.2675315636284
226,2045.4902079417038
227,2130.3755704723844
228,2259.244758309841
229,2355.2798306817
230,1451.0404433925246
231,849.0833610375923
232,1392.060011717156
233,1902.8477392426753
234,1902.8477392426753
235,1946.3209866116508
236,1747.4512072247396
237,1825.849721178065
238,1320.3030157683497
239,1289.1471906481222
240,1981.8136123420315
241,2136.572119458952
242,597.2160132436968
243,1661.6573655031302
244,1351.02464859561
245,898.9041778147605
246,1147.270984001371
247,1828.6180130023358
248,1974.5968738654692
249,2019.7093316734301
250,1956.8353008701895
251,1601.4810919253084
252,911.1705093335
253,513.186937440272
