ID,REV
1,281.0313141296247
2,306.0640174542186
3,326.45552987153025
4,274.1329811477768
5,196.91750875165894
6,260.8316864585447
7,284.55717024482897
8,242.56854075952785
9,274.3355898899828
10,243.25309154555404
11,189.67556833357466
12,222.27988320922373
13,146.23238807506152
14,168.47889608742528
15,166.72132959684035
16,166.72132959684035
17,192.4091639887891
18,250.8308998960575
19,190.25931170687338
20,147.20192058213777
21,181.082572678627
22,186.8475464314789
23,185.77042563326177
24,197.8903704901856
25,94.7725259258106
26,113.72778051195212
27,142.2579420140822
28,153.93973085815097
29,105.26114540824295
30,75.34764383420827
31,73.83437736297101
32,88.15540740913752
33,96.99470892367756
34,54.34850554704968
35,61.45426430393843
36,86.1052845644829
37,109.98110225953063
38,143.97567311976778
39,161.63035082794866
40,104.73444257318305
41,163.97543675413192
42,144.02856614599565
43,187.95755851151796
44,219.97581840285577
45,219.4184161644993
46,235.6912810003905
47,249.2497622138873
48,140.5247201037923
49,213.21327775157278
50,274.6189032721401
51,299.41714945390294
52,181.38265949280708
53,164.21841338876342
54,121.7656261745055
55,130.0467745452613
56,110.33975245302312
57,138.03348397833673
58,171.75928416735718
59,165.04432966545176
60,219.06529754928752
61,200.02038311742228
62,165.5122772233916
63,115.69570002159605
64,210.35309019274658
65,196.09341125845893
66,155.39104774066797
67,179.67513774786502
68,193.89966628123148
69,170.31767458261587
70,222.4837487573216
71,240.66186586837355
72,233.31799314019594
73,216.35416460064621
74,424.9864489194891
75,345.33796308745184
76,254.9397135300815
77,360.2538025883139
78,261.3632705601185
79,417.3587781926314
80,478.7867526405624
81,379.3575155856296
82,293.2390173814729
83,454.24322061800467
84,333.9473561572161
85,395.2937798753855
86,487.33728558041736
87,477.78116131061574
88,523.9757896578719
89,345.48898103792106
90,436.4235978379553
91,555.653337576363
92,386.4163664515522
93,540.7524240628857
94,626.2666408131934
95,336.0117316599639
96,594.2751402132158
97,394.36056554687246
98,500.1246396636662
99,624.5042322924769
100,913.9440586290906
101,821.670131631814
102,864.0045728274508
103,1564.7623022753664
104,1086.1646428989964
105,1333.2430693080692
106,1359.5840924260424
107,416.1554157646258
108,593.1141247330058
109,512.4067154164416
110,610.6814853158137
111,795.6547921432762
112,907.6697229695324
113,378.0970296103161
114,549.6943577028916
115,620.1492535237373
116,607.7607123525033
117,782.8726362566877
118,1050.0566296850945
119,630.3565608386425
120,527.362526062877
121,380.063366183651
122,564.2362349097286
123,485.18203462084404
124,693.8774910343978
125,929.3781563844854
126,1229.414929071576
127,1191.8989448226994
128,967.3728730083358
129,898.0603833140593
130,1193.0191079851452
131,1356.2907376709863
132,1375.1023177987493
133,1036.5057879109731
134,984.0957719857514
135,1237.748966056852
136,724.7773812086401
137,683.1713172001305
138,956.5549795753377
139,1449.500726012456
140,1109.8630741896334
141,1333.3811351475144
142,981.9645164275969
143,981.9645164275969
144,688.7520279604717
145,1168.5583977121858
146,1354.6253200411295
147,1706.9418255497324
148,2110.2091101015517
149,1405.9289447242702
150,1817.7944744039821
151,2172.5441570929684
152,2224.5104776525727
153,2005.393985361884
154,1100.2250253951315
155,1163.4503259205692
156,1312.5709606092892
157,1119.5041289555527
158,827.3930783808918
159,1043.3427079573385
160,1180.8772718902953
161,1396.6071274388341
162,1722.5074812113664
163,2006.3332679203513
164,781.6726954540419
165,1507.934685991491
166,1436.907369067096
167,1487.3059416385854
168,834.6754684463584
169,1250.4020269016814
170,1388.6509652388465
171,1659.651618074342
172,1786.0653108544152
173,1973.1658727589595
174,2145.844960438481
175,693.3546920440378
176,1668.3766587126224
177,1985.2507255274704
178,1460.7068331464584
179,1303.762615847422
180,1427.3591252059377
181,1818.6484680341432
182,607.1969824766239
183,1531.550617409235
184,1894.7772835870612
185,1517.8293334021307
186,1951.3651042567383
187,2269.8748525299634
188,1746.5248748578751
189,2022.7280955444464
190,1567.5433859639606
191,918.95430108829
192,1669.757343444132
193,1650.9722064214238
194,351.9051369971684
195,1235.0461096843576
196,1386.0565404585345
197,1138.1714184812117
198,1797.0042474205743
199,1152.8912087894005
200,1686.7566481204158
201,1844.0145657832315
202,607.1503318504435
203,1488.5893560664044
204,1488.5893560664044
205,1539.7680585882479
206,1743.1204837866462
207,1880.2831251586306
208,601.654024582518
209,760.3088757409764
210,1176.260809959601
211,1145.7493881394012
212,1215.623746350274
213,1294.0068976352043
214,1511.5962636536328
215,1072.0834271360786
216,1675.5728416145635
217,1615.9469295190452
218,1696.4207824639548
219,1166.1378013545536
220,1315.3524213006679
221,1753.9311540538329
222,907.19462084412
223,1403.1822283324063
224,768.4737233003292
225,1527.4140634811188
226,1556.2484375428662
227,1737.3988565279888
228,1622.9169680915247
229,1757.5019778998753
230,1054.6921997340598
231,855.6814802321765
232,1558.323094379472
233,1368.2628955840983
234,1495.8273394620091
235,1649.4220566916513
